252
1997 0,0290307657955304
1998 0,000779321095311439
1999 -0,0162911414701421
2000 0,000292873474968891
2001 0,00698042571970894
2002 0,0138566987273867
2003 0,000316624376485275
2004 0,00512704237574842
2005 0,0198680012095631
2006 0,00038551629139838
2007 0,00860368674769436
2008 -0,0127525780906902
2009 -0,0180811153080675
2010 0,0198848271861064
2011 -0,00230293492848363
2012 0,011036706835905
2013 -0,00407878232036926
2014 0,0176191113035037
2015 0,02263250545746
2016 -0,00193843195489863
2017 -0,0271768631912208
2018 -0,0210104535106008
