194
1997 0,00906916375260325
1998 -0,00795894699664385
1999 0,0131194898028657
2000 0,0212328664908659
2001 -0,017685127051504
2002 0,000386008435986622
2003 0,00318347907163094
2004 -0,0122518506776764
2005 -0,00929514922996213
2006 -0,00627504314857122
2007 -0,0483159524309308
2008 0,000324392393799409
2009 0,0272716317512565
2010 -0,00451366216194954
2011 0,0079575815111886
2012 -0,0320364665951379
2013 0,0335480701190356
2014 -0,0460546505070321
2015 0,0099503588270856
2016 0,00978262814861778
2017 0,0393890537358578
2018 -0,000832197154825701
