284
1997 -0,113077677820749
1998 0,00602367969108784
1999 0,0195713838822919
2000 -0,025162561646329
2001 -0,0103984276320593
2002 -0,00402873121616901
2003 0,0171664058765179
2004 0,0210931648872806
2005 -0,0384714184078665
2006 0,011223244838514
2007 0,169875953536689
2008 -0,0751572793783749
2009 -0,0246760167724563
2010 0,0579305837653104
2011 -0,0271991440785749
2012 0,0760737244787224
2013 -0,00499668914452951
2014 0,0422190094146773
2015 -0,00944830007555712
2016 0,0160360865651037
2017 0,00281086803346289
2018 -0,000543433349039738
