278
1997 0,00897415548128937
1998 0,0170757542021254
1999 0,0110316171660255
2000 0,0517017361410317
2001 0,0384567481110129
2002 0,0727563592660682
2003 -0,0325634080116946
2004 0,00852510826085881
2005 -0,0308824281878505
2006 0,00291286889187378
2007 0,0119823484433415
2008 -0,073393323991429
2009 -0,021437085698796
2010 -0,030418993888678
2011 -0,105604977041569
2012 0,00718664717635074
2013 0,00106289428257704
2014 0,0524950854356124
2015 -0,0293881083017544
2016 0,0198797360704241
2017 0,0212195214219745
2018 -0,0120357197423184
