201
1997 0,0137466532246539
1998 -0,00395908936432387
1999 -0,00473986368360532
2000 -0,010232333583506
2001 0,0130993889175081
2002 -0,000976126006299705
2003 -0,0117799381354638
2004 -0,0229518620274896
2005 0,00435142851992576
2006 -0,0146872544271771
2007 -0,0302552882482234
2008 -0,0225870218554483
2009 -0,0162228685673404
2010 0,0109784434146048
2011 0,0043827628751443
2012 -0,00635277853009553
2013 0,0274692554126108
2014 0,0228994909014883
2015 0,00128836399055616
2016 0,022618998766667
2017 -0,0275116363686404
2018 0,0186749662602278
