Treated,Synthetic,Sample Mean
k98,7.032,7.203,8.215
k_p98,-5.977,-5.603,-4.701
GVA_Agr,0.239,0.278,0.123
GVA_Ind,0.264,0.258,0.268
GVA_Trade,0.19,0.151,0.22
GVA_Constr,0.04,0.072,0.068
GVA_FBS,0.11,0.106,0.154
h98_Trade,0.318,0.404,1.048
dwellings2000,11.95,11.808,11.826
urban,0.279,0.295,0.432
modern,0.095,0.059,0.088
av_age_ln,3.58,3.597,3.568
special.lnGDPpc_change.1998,-0.127,-0.101,0.023
special.lnGDPpc_change.2003,0.19,0.189,0.057
special.lnGDPpc_change.2006,0.186,0.161,0.064
