275
1997 0,00752225614151145
1998 -0,0121340447693795
1999 -0,0157675723144101
2000 0,00620076140474908
2001 0,0144161612281912
2002 -0,0159724688409568
2003 -0,00387998400930379
2004 0,00304079657828889
2005 -0,0168824016126957
2006 0,0141540853376364
2007 0,019895490243351
2008 -0,0517448486852777
2009 0,0382991276636601
2010 -0,00976555283001874
2011 0,0387362444766189
2012 0,00687376713296444
2013 0,0162783401531871
2014 0,0286475769420642
2015 0,00321131129126277
2016 -0,0257502819660291
2017 0,0130003103243552
2018 0,00130119650045165
