177
1997 0,0116155334660414
1998 0,000716464959869254
1999 -0,00129011373564529
2000 0,0132378197330238
2001 -0,0172488546649896
2002 0,0229344610958485
2003 -0,0141609016419531
2004 0,0096355276372942
2005 -0,0201593690394363
2006 0,00390353682552443
2007 -0,0808228133267177
2008 0,107450772739324
2009 0,0549432657864189
2010 -0,0447549749058392
2011 -0,0240587974180413
2012 -0,00906039266349604
2013 0,0116527982361266
2014 0,0584565881183385
2015 0,00480950261205062
2016 0,00713470949563608
2017 -0,0097259057562777
2018 0,00392533925132005
