300
1997 -0,147735841913059
1998 -0,000569964268385646
1999 -0,0190184684963817
2000 -0,0335366292534632
2001 -0,00297602893583213
2002 0,104377910766596
2003 0,00108256796621725
2004 0,0430530959617168
2005 -0,0165805622669634
2006 0,000493363269886776
2007 -0,0434145946458207
2008 0,13203552980603
2009 -0,0347762725486289
2010 0,121170532502849
2011 0,11507130652551
2012 -0,0416815073148567
2013 0,0595074733971289
2014 -0,0424687894446307
2015 0,00435023980332927
2016 0,00590237215960544
2017 -0,0104429402441668
2018 0,0120675879768291
