157
1997 0,0175558219532319
1998 -0,00176107644172414
1999 -0,00673507576715513
2000 0,01622043471809
2001 -0,0140765279203435
2002 -0,00961931473202475
2003 -0,000658673686386752
2004 0,00835782239797803
2005 -0,00136386965968989
2006 -0,00538395765409255
2007 0,0149747079613415
2008 -0,0106351262538869
2009 0,0208129676889115
2010 -0,0169758362012799
2011 -0,0142723569916172
2012 -0,00396604530589834
2013 0,007456128718747
2014 -0,00709599187451802
2015 0,0135180841805633
2016 0,0149536342071945
2017 0,0179714965903821
2018 -0,00754541002178358
