134
1997 -0,0630869656523733
1998 -0,00446342192186691
1999 0,017576538186715
2000 -0,0621243657450139
2001 0,00195189085916792
2002 0,015991230467426
2003 0,00895970596112064
2004 -0,0642218670932609
2005 0,0317382224640289
2006 -0,000803497042754025
2007 -0,00392811373401514
2008 -0,0310652239185595
2009 -0,0431880092607465
2010 -0,0221448827745338
2011 0,0503143153726376
2012 0,0180499511451359
2013 0,00893475541912706
2014 -0,0109836503528665
2015 -0,0328757568750359
2016 0,0298464931546416
2017 -0,00556479076884027
2018 0,00278893048331448
