Treated,Synthetic,Sample Mean
k98,8.215,8.243,8.209
k_p98,-4.902,-4.677,-4.706
GVA_Agr,0.021,0.046,0.124
GVA_Ind,0.309,0.198,0.267
GVA_Trade,0.288,0.288,0.22
GVA_Constr,0.073,0.101,0.068
GVA_FBS,0.155,0.178,0.154
h98_Trade,1.509,1.481,1.042
dwellings2000,11.88,11.859,11.827
urban,0.722,0.602,0.429
modern,0.033,0.072,0.088
av_age_ln,3.753,3.644,3.567
special.lnGDPpc_change.1998,0.031,0.033,0.022
special.lnGDPpc_change.2003,0.01,0.013,0.058
special.lnGDPpc_change.2006,0.046,0.045,0.064
