216
1997 0,0172316266781831
1998 0,00300137855200636
1999 -0,0285304030896272
2000 -0,000662316477754398
2001 -0,0292769305111528
2002 0,0366438744530147
2003 -0,00836063996674532
2004 -0,00041963733618948
2005 -0,000674570136211035
2006 -0,00943618903416496
2007 0,0442983830884451
2008 -0,00308598139608468
2009 0,0411722944097686
2010 -0,0140725900250172
2011 0,0300355209494412
2012 -0,00969389355267701
2013 -0,00689252391923279
2014 -0,0248798548955981
2015 -0,00497252651098869
2016 -0,0182346182133687
2017 -0,000422332313985196
2018 -0,0292114248287961
