290
1997 -0,00827879198454912
1998 -0,0093175251631539
1999 -0,067705665123107
2000 -0,0437299696964996
2001 -0,000420045868134086
2002 0,0128773188609759
2003 -0,00413713955654052
2004 0,0345876935533791
2005 -0,0154230283014085
2006 0,00163088996484367
2007 0,00510031774076988
2008 0,0774021200954587
2009 -0,0449986099508304
2010 -0,0430239830458122
2011 -0,0885437505234163
2012 0,104015951747069
2013 -0,0480965339532136
2014 0,0286807597652383
2015 0,00773113656870604
2016 -0,0199011109839704
2017 -0,0157727877259043
2018 0,024041571186497
