208
1997 -0,00577241682587363
1998 -0,00110698795961587
1999 -0,0151504714022976
2000 0,0279979444697764
2001 -0,0126771586807383
2002 -0,0207174801198222
2003 -0,00367984317116738
2004 0,00574043444536967
2005 0,0204830711924254
2006 -0,00837859705449315
2007 -0,00454768976934318
2008 0,0169681911123057
2009 -0,00128862763187405
2010 -0,0402030381497959
2011 0,0125598667108452
2012 -0,0140285168960603
2013 -0,00291565763624796
2014 0,0353644851426098
2015 -0,0125028617642673
2016 -0,0247728543639997
2017 0,00454122873082391
2018 0,0222309538676488
