141
1997 -0,0356482267681604
1998 0,00112385687870685
1999 -0,0642440644064348
2000 0,100295324507753
2001 -0,147296139012045
2002 0,0308233596738842
2003 -3,02284916514628e-05
2004 0,0139141823103776
2005 0,0686752099861339
2006 0,00138487686437888
2007 -0,152586097327976
2008 -0,0652364501199667
2009 0,196903368166261
2010 -0,13809128291666
2011 0,248550550936758
2012 -0,025773059946449
2013 -0,102387320585363
2014 -0,000577556522536805
2015 0,0844168086875478
2016 -0,0744740288137085
2017 0,0456478465057575
2018 -0,0959825039016709
