Treated,Synthetic,Sample Mean
k98,8.908,8.707,8.206
k_p98,-4.139,-4.369,-4.71
GVA_Agr,0.033,0.046,0.124
GVA_Ind,0.441,0.258,0.267
GVA_Trade,0.173,0.254,0.22
GVA_Constr,0.107,0.102,0.067
GVA_FBS,0.121,0.18,0.154
h98_Trade,1.489,1.35,1.042
dwellings2000,11.817,12.028,11.827
urban,0.754,0.614,0.429
modern,0.061,0.107,0.088
av_age_ln,3.704,3.517,3.567
special.lnGDPpc_change.1998,0.053,0.036,0.022
special.lnGDPpc_change.2003,0.037,0.051,0.058
special.lnGDPpc_change.2006,0.186,0.127,0.064
