292
1997 -0,0121812224090046
1998 -0,00120822183868381
1999 0,00622665631701091
2000 -0,00258335044853441
2001 0,0386508227275011
2002 0,0136939404636521
2003 -0,00308342783373819
2004 -0,00282110445353527
2005 0,00117706942951
2006 -0,0224496647640257
2007 0,0332148286157726
2008 0,0738196846126723
2009 -0,0455242375373573
2010 0,0907371476427003
2011 -0,178502784584624
2012 0,109432447196784
2013 0,0147742915916915
2014 -0,0762928012391054
2015 0,0450020101090225
2016 -0,012960683501232
2017 0,122618315136727
2018 -0,0140360581155316
