Treated,Synthetic,Sample Mean
k98,8.391,7.987,8.208
k_p98,-5.021,-4.848,-4.705
GVA_Agr,0.1,0.109,0.124
GVA_Ind,0.185,0.19,0.268
GVA_Trade,0.292,0.294,0.22
GVA_Constr,0.058,0.061,0.068
GVA_FBS,0.151,0.15,0.154
h98_Trade,1.298,1.312,1.043
dwellings2000,12.1,11.511,11.825
urban,0.298,0.318,0.432
modern,0.142,0.14,0.087
av_age_ln,3.402,3.424,3.569
special.lnGDPpc_change.1998,0.011,0.021,0.022
special.lnGDPpc_change.2003,0.036,0.037,0.058
special.lnGDPpc_change.2006,0.063,0.065,0.064
