Treated,Synthetic,Sample Mean
k98,5.98,5.855,8.221
k_p98,-6.04,-6.037,-4.7
GVA_Agr,0.347,0.147,0.123
GVA_Ind,0.184,0.137,0.268
GVA_Trade,0.099,0.2,0.221
GVA_Constr,0.03,0.019,0.068
GVA_FBS,0.161,0.32,0.154
h98_Trade,-0.28,-0.275,1.051
dwellings2000,10.976,11.147,11.831
urban,0.276,0.358,0.432
modern,0.033,0.046,0.088
av_age_ln,3.579,3.643,3.568
special.lnGDPpc_change.1998,0.19,0.181,0.021
special.lnGDPpc_change.2003,-0.015,-0.005,0.058
special.lnGDPpc_change.2006,-0.031,-0.019,0.065
