Treated,Synthetic,Sample Mean
k98,8.368,8.354,8.209
k_p98,-4.295,-4.308,-4.709
GVA_Agr,0.061,0.085,0.124
GVA_Ind,0.376,0.298,0.267
GVA_Trade,0.171,0.228,0.22
GVA_Constr,0.043,0.054,0.068
GVA_FBS,0.172,0.172,0.154
h98_Trade,1.343,1.319,1.043
dwellings2000,11.678,11.644,11.828
urban,0.434,0.397,0.431
modern,0.045,0.086,0.088
av_age_ln,3.576,3.535,3.568
special.lnGDPpc_change.1998,0.015,0.023,0.022
special.lnGDPpc_change.2003,0.179,0.134,0.057
special.lnGDPpc_change.2006,-0.06,0.019,0.065
