104
1997,-0.0135322531883525
1998,0.00479766339487657
1999,0.0248853528722437
2000,0.0841522042153639
2001,-0.0144047242088962
2002,-0.0425474212508569
2003,-0.00498382362725779
2004,0.00552646899156711
2005,-0.00974463507644548
2006,-0.00883138208591826
2007,0.0209741189444016
2008,0.045126915946677
2009,-0.0293059393370773
2010,0.00885427210857684
2011,0.0283214603529232
2012,0.0131223090703798
2013,-0.011286383867027
2014,0.0151180349982485
2015,0.00830881362582808
2016,-0.00647005259593412
2017,-0.000900724572522292
2018,0.0250430597090663
