94
1997,0.0665689503212333
1998,-0.0254111283414125
1999,-0.00536506217646171
2000,0.0305800741166376
2001,0.0132271844210006
2002,0.0458208219398064
2003,0.00624482938271613
2004,-0.0152567985036681
2005,0.0477163209753199
2006,-0.0197537583230951
2007,0.0784410017653649
2008,-0.0980311481452445
2009,-0.16118656397661
2010,-0.0173171540803341
2011,0.193491282316971
2012,0.0183285776175413
2013,-0.0303146951798277
2014,-0.0325082525606483
2015,-0.0497095429907722
2016,-0.014746010587912
2017,-0.0248028277023214
2018,-0.0406651392073016
