Treated,Synthetic,Sample Mean
k98,9.447,9.356,8.209
k_p98,-4.11,-4.126,-4.707
GVA_Agr,0.045,0.046,0.124
GVA_Ind,0.272,0.28,0.268
GVA_Trade,0.29,0.285,0.22
GVA_Constr,0.086,0.086,0.068
GVA_FBS,0.129,0.136,0.154
h98_Trade,1.319,1.561,1.044
dwellings2000,12.3,12.266,11.827
urban,0.575,0.504,0.431
modern,0.053,0.116,0.088
av_age_ln,3.471,3.486,3.568
special.lnGDPpc_change.1998,0.047,0.051,0.022
special.lnGDPpc_change.2003,0.009,0.011,0.058
special.lnGDPpc_change.2006,0.059,0.052,0.064
