Treated,Synthetic,Sample Mean
k98,9.19,8.601,8.209
k_p98,-4.223,-4.66,-4.707
GVA_Agr,0.072,0.077,0.124
GVA_Ind,0.258,0.278,0.268
GVA_Trade,0.286,0.272,0.22
GVA_Constr,0.068,0.068,0.068
GVA_FBS,0.15,0.151,0.154
h98_Trade,1.296,1.292,1.044
dwellings2000,12.247,12.208,11.827
urban,0.528,0.547,0.431
modern,0.042,0.049,0.088
av_age_ln,3.533,3.613,3.568
special.lnGDPpc_change.1998,0.026,0.024,0.022
special.lnGDPpc_change.2003,0.023,0.029,0.058
special.lnGDPpc_change.2006,0.079,0.078,0.064
