100
1997,-0.0198734693939665
1998,0.000987568065283842
1999,0.024875211089569
2000,0.0172795131319758
2001,-0.0669798398543864
2002,-0.0296530123830615
2003,-0.00205244037029331
2004,-0.0447970883564029
2005,0.00156259636441501
2006,-0.00246267322807444
2007,0.0173740191466982
2008,0.0488267323176654
2009,0.0399239854616257
2010,0.0727507809470706
2011,-0.0140790831654485
2012,0.0711825239000721
2013,0.0309632635205259
2014,0.0353693383600818
2015,0.0444508056622594
2016,-0.00686042829065721
2017,0.0200676786066373
2018,-0.0382115783394503
