92
1997,0.0840002726091341
1998,0.0218108123161951
1999,-0.0198634456410612
2000,-0.00143239252096248
2001,0.00829567859890309
2002,0.0232949416526523
2003,0.0268362368579424
2004,0.0115401295082326
2005,0.0972106525694079
2006,-0.00127326249119677
2007,0.0598575482505925
2008,-0.00482585086408556
2009,-0.157958008458201
2010,-0.0942470444215339
2011,0.0729023246126074
2012,-0.00261888940604111
2013,0.0448706879401799
2014,0.0151046128331219
2015,-0.0537733284815391
2016,-0.0509176165791682
2017,-0.0469734842916328
2018,-0.037450067036526
