Treated,Synthetic,Sample Mean
k98,8.995,9.023,8.209
k_p98,-3.68,-3.766,-4.707
GVA_Agr,0.048,0.076,0.124
GVA_Ind,0.284,0.322,0.268
GVA_Trade,0.189,0.211,0.22
GVA_Constr,0.064,0.067,0.068
GVA_FBS,0.217,0.169,0.154
h98_Trade,2.115,1.638,1.044
dwellings2000,11.688,11.731,11.827
urban,0.347,0.399,0.431
modern,0.091,0.091,0.088
av_age_ln,3.632,3.62,3.568
special.lnGDPpc_change.1998,0.011,0.013,0.022
special.lnGDPpc_change.2003,0.01,0.013,0.058
special.lnGDPpc_change.2006,0.056,0.056,0.064
