Treated,Synthetic,Sample Mean
k98,8.415,8.901,8.209
k_p98,-5.067,-4.692,-4.707
GVA_Agr,0.034,0.056,0.124
GVA_Ind,0.259,0.262,0.268
GVA_Trade,0.245,0.29,0.22
GVA_Constr,0.106,0.105,0.068
GVA_FBS,0.131,0.135,0.154
h98_Trade,0.695,1.158,1.044
dwellings2000,12.431,12.48,11.827
urban,0.659,0.578,0.431
modern,0.069,0.072,0.088
av_age_ln,3.444,3.463,3.568
special.lnGDPpc_change.1998,0.045,0.021,0.022
special.lnGDPpc_change.2003,0.129,0.09,0.058
special.lnGDPpc_change.2006,0.112,0.103,0.064
