Treated,Synthetic,Sample Mean
k98,9.22,9.226,8.209
k_p98,-4.351,-4.45,-4.707
GVA_Agr,0.001,0.059,0.124
GVA_Ind,0.217,0.266,0.268
GVA_Trade,0.325,0.232,0.22
GVA_Constr,0.07,0.057,0.068
GVA_FBS,0.217,0.211,0.154
h98_Trade,0.498,1.084,1.044
dwellings2000,12.626,12.686,11.827
urban,0.949,0.657,0.431
modern,0.028,0.051,0.088
av_age_ln,3.705,3.7,3.568
special.lnGDPpc_change.1998,0.151,0.068,0.022
special.lnGDPpc_change.2003,0.113,0.062,0.058
special.lnGDPpc_change.2006,0.203,0.129,0.064
