Treated,Synthetic,Sample Mean
k98,9.093,9.052,8.209
k_p98,-4.482,-4.392,-4.707
GVA_Agr,0.074,0.075,0.124
GVA_Ind,0.244,0.249,0.268
GVA_Trade,0.266,0.262,0.22
GVA_Constr,0.083,0.086,0.068
GVA_FBS,0.138,0.145,0.154
h98_Trade,1.319,1.337,1.044
dwellings2000,12.206,12.212,11.827
urban,0.49,0.484,0.431
modern,0.068,0.099,0.088
av_age_ln,3.419,3.468,3.568
special.lnGDPpc_change.1998,0.002,0.013,0.022
special.lnGDPpc_change.2003,0.006,0.042,0.058
special.lnGDPpc_change.2006,-0.018,0.028,0.064
