Treated,Synthetic,Sample Mean
k98,7.867,7.991,8.209
k_p98,-3.819,-4.468,-4.707
GVA_Agr,0.051,0.074,0.124
GVA_Ind,0.305,0.251,0.268
GVA_Trade,0.175,0.199,0.22
GVA_Constr,0.085,0.1,0.068
GVA_FBS,0.155,0.178,0.154
h98_Trade,2.651,1.75,1.044
dwellings2000,10.738,11.476,11.827
urban,0.277,0.419,0.431
modern,0.069,0.084,0.088
av_age_ln,3.818,3.718,3.568
special.lnGDPpc_change.1998,0.063,0.054,0.022
special.lnGDPpc_change.2003,0.013,0.021,0.058
special.lnGDPpc_change.2006,0.04,0.048,0.064
