Treated,Synthetic,Sample Mean
k98,7.32,7.592,8.209
k_p98,-4.568,-4.608,-4.707
GVA_Agr,0.189,0.149,0.124
GVA_Ind,0.276,0.277,0.268
GVA_Trade,0.173,0.185,0.22
GVA_Constr,0.052,0.062,0.068
GVA_FBS,0.157,0.156,0.154
h98_Trade,1.441,1.41,1.044
dwellings2000,11.01,11.121,11.827
urban,0.567,0.355,0.431
modern,0.042,0.067,0.088
av_age_ln,3.659,3.602,3.568
special.lnGDPpc_change.1998,0.041,0.037,0.022
special.lnGDPpc_change.2003,0.066,0.063,0.058
special.lnGDPpc_change.2006,0.138,0.133,0.064
