Treated,Synthetic,Sample Mean
k98,7.396,7.435,8.209
k_p98,-5.065,-5.064,-4.707
GVA_Agr,0.142,0.149,0.124
GVA_Ind,0.248,0.252,0.268
GVA_Trade,0.206,0.211,0.22
GVA_Constr,0.042,0.053,0.068
GVA_FBS,0.055,0.177,0.154
h98_Trade,0.498,0.792,1.044
dwellings2000,11.463,11.486,11.827
urban,0.566,0.46,0.431
modern,0.047,0.058,0.088
av_age_ln,3.762,3.657,3.568
special.lnGDPpc_change.1998,0.019,0.019,0.022
special.lnGDPpc_change.2003,0.082,0.08,0.058
special.lnGDPpc_change.2006,0.174,0.127,0.064
