Treated,Synthetic,Sample Mean
k98,8.414,8.712,8.209
k_p98,-3.768,-3.923,-4.707
GVA_Agr,0.034,0.045,0.124
GVA_Ind,0.377,0.372,0.268
GVA_Trade,0.22,0.216,0.22
GVA_Constr,0.051,0.083,0.068
GVA_FBS,0.166,0.135,0.154
h98_Trade,2.651,1.533,1.044
dwellings2000,11.164,11.612,11.827
urban,0.389,0.511,0.431
modern,0.069,0.09,0.088
av_age_ln,3.647,3.649,3.568
special.lnGDPpc_change.1998,0.006,-0.001,0.022
special.lnGDPpc_change.2003,0.021,0.023,0.058
special.lnGDPpc_change.2006,0.029,0.029,0.064
