Treated,Synthetic,Sample Mean
k98,7.831,8.721,8.209
k_p98,-4.857,-4.062,-4.707
GVA_Agr,0.062,0.043,0.124
GVA_Ind,0.187,0.206,0.268
GVA_Trade,0.385,0.295,0.22
GVA_Constr,0.114,0.057,0.068
GVA_FBS,0.059,0.194,0.154
h98_Trade,0.498,1.672,1.044
dwellings2000,11.788,11.885,11.827
urban,0.705,0.541,0.431
modern,0.042,0.061,0.088
av_age_ln,3.699,3.585,3.568
special.lnGDPpc_change.1998,-0.023,0.003,0.022
special.lnGDPpc_change.2003,0.125,0.119,0.058
special.lnGDPpc_change.2006,0.017,0.037,0.064
