Treated,Synthetic,Sample Mean
k98,9.698,9.623,8.209
k_p98,-3.982,-4.079,-4.707
GVA_Agr,0.037,0.033,0.124
GVA_Ind,0.17,0.268,0.268
GVA_Trade,0.361,0.279,0.22
GVA_Constr,0.086,0.082,0.068
GVA_FBS,0.115,0.141,0.154
h98_Trade,1.426,1.484,1.044
dwellings2000,12.631,12.672,11.827
urban,0.728,0.627,0.431
modern,0.089,0.095,0.088
av_age_ln,3.446,3.496,3.568
special.lnGDPpc_change.1998,0.128,0.025,0.022
special.lnGDPpc_change.2003,0.109,0.094,0.058
special.lnGDPpc_change.2006,0.147,0.072,0.064
