Treated,Synthetic,Sample Mean
k98,9.19,9.188,8.209
k_p98,-4.015,-4.013,-4.707
GVA_Agr,0.015,0.019,0.124
GVA_Ind,0.178,0.19,0.268
GVA_Trade,0.378,0.318,0.22
GVA_Constr,0.08,0.08,0.068
GVA_FBS,0.2,0.199,0.154
h98_Trade,1.441,1.583,1.044
dwellings2000,12.297,12.302,11.827
urban,0.86,0.741,0.431
modern,0.048,0.065,0.088
av_age_ln,3.493,3.674,3.568
special.lnGDPpc_change.1998,0.048,0.016,0.022
special.lnGDPpc_change.2003,0.103,0.078,0.058
special.lnGDPpc_change.2006,0.15,0.058,0.064
