Treated,Synthetic,Sample Mean
k98,9.164,9.098,8.209
k_p98,-4.321,-4.3,-4.707
GVA_Agr,0.091,0.089,0.124
GVA_Ind,0.332,0.331,0.268
GVA_Trade,0.228,0.211,0.22
GVA_Constr,0.081,0.081,0.068
GVA_FBS,0.139,0.139,0.154
h98_Trade,1.3,1.3,1.044
dwellings2000,12.28,12.297,11.827
urban,0.431,0.431,0.431
modern,0.05,0.081,0.088
av_age_ln,3.505,3.508,3.568
special.lnGDPpc_change.1998,0.017,0.017,0.022
special.lnGDPpc_change.2003,0.053,0.053,0.058
special.lnGDPpc_change.2006,0.035,0.035,0.064
