Treated,Synthetic,Sample Mean
k98,7.739,8.069,8.209
k_p98,-3.987,-4.118,-4.707
GVA_Agr,0.096,0.087,0.124
GVA_Ind,0.306,0.305,0.268
GVA_Trade,0.186,0.19,0.22
GVA_Constr,0.065,0.066,0.068
GVA_FBS,0.158,0.155,0.154
h98_Trade,2.115,1.604,1.044
dwellings2000,10.631,11.06,11.827
urban,0.155,0.402,0.431
modern,0.1,0.102,0.088
av_age_ln,3.554,3.576,3.568
special.lnGDPpc_change.1998,0.012,-0.011,0.022
special.lnGDPpc_change.2003,0.003,0.033,0.058
special.lnGDPpc_change.2006,0.028,0.034,0.064
