Treated,Synthetic,Sample Mean
k98,7.014,7.172,8.209
k_p98,-5.159,-4.887,-4.707
GVA_Agr,0.144,0.147,0.124
GVA_Ind,0.293,0.296,0.268
GVA_Trade,0.203,0.199,0.22
GVA_Constr,0.062,0.062,0.068
GVA_FBS,0.113,0.13,0.154
h98_Trade,0.695,1.119,1.044
dwellings2000,11.186,11.22,11.827
urban,0.51,0.455,0.431
modern,0.086,0.084,0.088
av_age_ln,3.468,3.646,3.568
special.lnGDPpc_change.2013,0.045,0.042,0.01
special.lnGDPpc_change.2014,0.061,0.059,0.038
