Treated,Synthetic,Sample Mean
k98,7.396,7.797,8.209
k_p98,-5.065,-5.049,-4.707
GVA_Agr,0.142,0.156,0.124
GVA_Ind,0.248,0.261,0.268
GVA_Trade,0.206,0.237,0.22
GVA_Constr,0.042,0.047,0.068
GVA_FBS,0.055,0.132,0.154
h98_Trade,0.498,0.755,1.044
dwellings2000,11.463,11.772,11.827
urban,0.566,0.463,0.431
modern,0.047,0.062,0.088
av_age_ln,3.762,3.726,3.568
special.lnGDPpc_change.2012,0.019,0.008,-0.002
special.lnGDPpc_change.2013,0.06,0.028,0.01
