Treated,Synthetic,Sample Mean
k98,8.125,8.202,8.209
k_p98,-3.703,-4.03,-4.707
GVA_Agr,0.075,0.075,0.124
GVA_Ind,0.419,0.356,0.268
GVA_Trade,0.14,0.184,0.22
GVA_Constr,0.075,0.074,0.068
GVA_FBS,0.133,0.135,0.154
h98_Trade,2.115,1.624,1.044
dwellings2000,10.854,11.164,11.827
urban,0.194,0.45,0.431
modern,0.093,0.085,0.088
av_age_ln,3.648,3.622,3.568
special.lnGDPpc_change.2005,0.007,0.005,0.035
special.lnGDPpc_change.2006,0.072,0.071,0.064
