Treated,Synthetic,Sample Mean
k98,8.415,9.11,8.209
k_p98,-5.067,-4.381,-4.707
GVA_Agr,0.034,0.041,0.124
GVA_Ind,0.259,0.265,0.268
GVA_Trade,0.245,0.248,0.22
GVA_Constr,0.106,0.105,0.068
GVA_FBS,0.131,0.161,0.154
h98_Trade,0.695,1.404,1.044
dwellings2000,12.431,12.431,11.827
urban,0.659,0.506,0.431
modern,0.069,0.071,0.088
av_age_ln,3.444,3.491,3.568
special.lnGDPpc_change.2013,0.048,0.032,0.01
special.lnGDPpc_change.2014,0.057,0.056,0.038
