Treated,Synthetic,Sample Mean
k98,7.739,7.816,8.209
k_p98,-3.987,-4.188,-4.707
GVA_Agr,0.096,0.101,0.124
GVA_Ind,0.306,0.299,0.268
GVA_Trade,0.186,0.173,0.22
GVA_Constr,0.065,0.064,0.068
GVA_FBS,0.158,0.158,0.154
h98_Trade,2.115,1.638,1.044
dwellings2000,10.631,10.878,11.827
urban,0.155,0.35,0.431
modern,0.1,0.1,0.088
av_age_ln,3.554,3.555,3.568
special.lnGDPpc_change.2005,0.009,0.008,0.035
special.lnGDPpc_change.2006,0.028,0.037,0.064
