Treated,Synthetic,Sample Mean
k98,7.019,8.016,8.209
k_p98,-4.019,-4.318,-4.707
GVA_Agr,0.031,0.089,0.124
GVA_Ind,0.411,0.307,0.268
GVA_Trade,0.133,0.172,0.22
GVA_Constr,0.066,0.067,0.068
GVA_FBS,0.179,0.147,0.154
h98_Trade,2.115,1.43,1.044
dwellings2000,9.747,11.234,11.827
urban,0.568,0.485,0.431
modern,0.05,0.09,0.088
av_age_ln,3.715,3.67,3.568
special.lnGDPpc_change.2005,0.035,0.029,0.035
special.lnGDPpc_change.2006,0.019,0.025,0.064
