Treated,Synthetic,Sample Mean
k98,9.164,9.11,8.209
k_p98,-4.321,-4.289,-4.707
GVA_Agr,0.091,0.082,0.124
GVA_Ind,0.332,0.324,0.268
GVA_Trade,0.228,0.222,0.22
GVA_Constr,0.081,0.078,0.068
GVA_FBS,0.139,0.134,0.154
h98_Trade,1.3,1.289,1.044
dwellings2000,12.28,12.327,11.827
urban,0.431,0.469,0.431
modern,0.05,0.061,0.088
av_age_ln,3.505,3.583,3.568
special.lnGDPpc_change.2007,0.056,0.057,0.08
special.lnGDPpc_change.2008,0.051,0.051,0.051
