Treated,Synthetic,Sample Mean
k98,6.989,8.137,8.209
k_p98,-3.827,-4.351,-4.707
GVA_Agr,0.1,0.086,0.124
GVA_Ind,0.312,0.306,0.268
GVA_Trade,0.192,0.192,0.22
GVA_Constr,0.082,0.081,0.068
GVA_FBS,0.162,0.149,0.154
h98_Trade,2.115,1.728,1.044
dwellings2000,9.901,11.455,11.827
urban,0.287,0.38,0.431
modern,0.065,0.076,0.088
av_age_ln,3.789,3.734,3.568
special.lnGDPpc_change.2005,0.005,0.006,0.035
special.lnGDPpc_change.2006,0.038,0.046,0.064
