V1,V2
1997,1997,0.0876294950622787
1998,1998,-0.0145979141441266
1999,1999,0.0508902941613737
2000,2000,-0.0378739089617693
2001,2001,0.0508582194533033
2002,2002,0.00768369900317975
2003,2003,0.0320728716661788
2004,2004,-0.0202889850274105
2005,2005,0.0476019637860435
2006,2006,0.0667509753832381
2007,2007,0.0658013673947912
2008,2008,-0.080495026405463
2009,2009,-0.113468258633275
2010,2010,0.0313773281563374
2011,2011,0.0258100801729544
2012,2012,0.0565997913957446
2013,2013,0.024783236393243
2014,2014,0.0146003934692557
2015,2015,-0.0368571720710869
2016,2016,-0.00729808450473436
2017,2017,-0.00985245448721753
2018,2018,0.0169456926857646
