Treated,Synthetic,Sample Mean
k98,8.166,8.146,8.209
k_p98,-4.624,-4.59,-4.707
GVA_Agr,0.104,0.104,0.124
GVA_Ind,0.191,0.318,0.268
GVA_Trade,0.164,0.169,0.22
GVA_Constr,0.051,0.06,0.068
GVA_FBS,0.246,0.167,0.154
h98_Trade,1.441,1.39,1.044
dwellings2000,11.843,11.709,11.827
urban,0.6,0.31,0.431
modern,0.044,0.06,0.088
av_age_ln,3.685,3.553,3.568
special.lnGDPpc_change.2009,-0.146,-0.115,-0.032
special.lnGDPpc_change.2010,-0.047,-0.045,-0.013
