Treated,Synthetic,Sample Mean
k98,9.12,8.553,8.209
k_p98,-3.662,-4.228,-4.707
GVA_Agr,0.028,0.15,0.124
GVA_Ind,0.233,0.234,0.268
GVA_Trade,0.325,0.232,0.22
GVA_Constr,0.054,0.055,0.068
GVA_FBS,0.156,0.157,0.154
h98_Trade,2.287,1.358,1.044
dwellings2000,11.721,11.719,11.827
urban,0.274,0.277,0.431
modern,0.173,0.127,0.088
av_age_ln,3.552,3.496,3.568
special.lnGDPpc_change.2006,0.015,0.017,0.064
special.lnGDPpc_change.2007,0.056,0.053,0.08
