Treated,Synthetic,Sample Mean
k98,9.093,9.055,8.209
k_p98,-4.482,-4.447,-4.707
GVA_Agr,0.074,0.075,0.124
GVA_Ind,0.244,0.253,0.268
GVA_Trade,0.266,0.267,0.22
GVA_Constr,0.083,0.083,0.068
GVA_FBS,0.138,0.145,0.154
h98_Trade,1.319,1.305,1.044
dwellings2000,12.206,12.237,11.827
urban,0.49,0.538,0.431
modern,0.068,0.075,0.088
av_age_ln,3.419,3.573,3.568
special.lnGDPpc_change.2007,0.091,0.092,0.08
special.lnGDPpc_change.2008,0.107,0.107,0.051
