Treated,Synthetic,Sample Mean
k98,9.698,9.59,8.209
k_p98,-3.982,-4.161,-4.707
GVA_Agr,0.037,0.024,0.124
GVA_Ind,0.17,0.253,0.268
GVA_Trade,0.361,0.304,0.22
GVA_Constr,0.086,0.086,0.068
GVA_FBS,0.115,0.141,0.154
h98_Trade,1.426,1.399,1.044
dwellings2000,12.631,12.69,11.827
urban,0.728,0.652,0.431
modern,0.089,0.095,0.088
av_age_ln,3.446,3.464,3.568
special.lnGDPpc_change.2013,0.06,-0.003,0.01
special.lnGDPpc_change.2014,0.054,0.035,0.038
