100,101
1997,0.0106337931620196,-0.0129773535198381
1998,-0.0119447768655269,0.00362911406513051
1999,0.0392840358770201,0.0164808375498492
2000,0.0247531939108849,0.0720943647682928
2001,-0.0434878742001806,-0.0561065513597694
2002,-0.0293655747150792,-0.0257950156373619
2003,-0.0106085382286602,-0.087018149925793
2004,-0.0569878609382327,-0.056131308376923
2005,-0.0106711652218559,0.0168530378634955
2006,-0.00103739435907724,-0.0241435882815055
2007,0.00245893899875324,-0.0139195131214692
2008,0.0138534845456355,-0.017640869345496
2009,0.0295091538653633,0.0611970007220545
2010,0.0437867400793625,0.017839197678418
2011,-0.0240057071164109,-0.0610520328786509
2012,0.0624713915346143,0.024472361850426
2013,0.0267494961951355,0.0292736628898275
2014,0.0386620052963552,0.00485870423950446
2015,0.0466947255644634,0.038190690858106
2016,-0.0157908304792185,0.00599297933441383
2017,0.0167344049904252,0.0354334511529497
2018,-0.0282584458519614,0.0117074266732898
