Treated,Synthetic,Sample Mean
k98,7.32,7.45,8.209
k_p98,-4.568,-4.72,-4.707
GVA_Agr,0.189,0.138,0.124
GVA_Ind,0.276,0.25,0.268
GVA_Trade,0.173,0.171,0.22
GVA_Constr,0.052,0.069,0.068
GVA_FBS,0.157,0.196,0.154
h98_Trade,1.441,1.393,1.044
dwellings2000,11.01,11.237,11.827
urban,0.567,0.4,0.431
modern,0.042,0.076,0.088
av_age_ln,3.659,3.569,3.568
special.lnGDPpc_change.2009,-0.259,-0.106,-0.032
special.lnGDPpc_change.2010,0.087,0.064,-0.013
