V1,V2
1997,1997,-0.00117178017890925
1998,1998,-0.00415783140019821
1999,1999,0.0278824367134346
2000,2000,0.0484237793395889
2001,2001,-0.049797212779975
2002,2002,-0.0275802951762205
2003,2003,-0.0488133440772266
2004,2004,-0.0565595846575778
2005,2005,0.00309093632081979
2006,2006,-0.0125904913202914
2007,2007,-0.005730287061358
2008,2008,-0.00189369239993022
2009,2009,0.0453530772937089
2010,2010,0.0308129688788902
2011,2011,-0.0425288699975309
2012,2012,0.0434718766925201
2013,2013,0.0280115795424815
2014,2014,0.0217603547679299
2015,2015,0.0424427082112847
2016,2016,-0.00489892557240235
2017,2017,0.0260839280716874
2018,2018,-0.00827550958933583
