Treated,Synthetic,Sample Mean
k98,7.624,8.011,8.209
k_p98,-5.242,-5.094,-4.707
GVA_Agr,0.073,0.104,0.124
GVA_Ind,0.21,0.271,0.268
GVA_Trade,0.295,0.267,0.22
GVA_Constr,0.032,0.081,0.068
GVA_FBS,0.069,0.125,0.154
h98_Trade,0.498,0.676,1.044
dwellings2000,11.939,11.992,11.827
urban,0.566,0.493,0.431
modern,0.055,0.07,0.088
av_age_ln,3.574,3.51,3.568
special.lnGDPpc_change.2012,0.072,0.057,-0.002
special.lnGDPpc_change.2013,-0.028,0.001,0.01
