Treated,Synthetic,Sample Mean
k98,7.586,8.844,8.209
k_p98,-4.519,-4.162,-4.707
GVA_Agr,0.045,0.051,0.124
GVA_Ind,0.455,0.395,0.268
GVA_Trade,0.134,0.18,0.22
GVA_Constr,0.048,0.072,0.068
GVA_FBS,0.174,0.165,0.154
h98_Trade,1.441,1.257,1.044
dwellings2000,11.252,11.998,11.827
urban,0.891,0.568,0.431
modern,0.036,0.059,0.088
av_age_ln,3.409,3.588,3.568
special.lnGDPpc_change.2009,-0.263,-0.118,-0.032
special.lnGDPpc_change.2010,0.122,0.071,-0.013
