Treated,Synthetic,Sample Mean
k98,7.933,8.118,8.209
k_p98,-4.932,-4.836,-4.707
GVA_Agr,0.055,0.063,0.124
GVA_Ind,0.219,0.217,0.268
GVA_Trade,0.298,0.29,0.22
GVA_Constr,0.112,0.106,0.068
GVA_FBS,0.103,0.135,0.154
h98_Trade,0.695,1.352,1.044
dwellings2000,11.809,11.841,11.827
urban,0.739,0.449,0.431
modern,0.089,0.095,0.088
av_age_ln,3.429,3.472,3.568
special.lnGDPpc_change.2013,0.029,0.023,0.01
special.lnGDPpc_change.2014,0.039,0.032,0.038
