Treated,Synthetic,Sample Mean
k98,7.831,8.638,8.209
k_p98,-4.857,-4.818,-4.707
GVA_Agr,0.062,0.062,0.124
GVA_Ind,0.187,0.263,0.268
GVA_Trade,0.385,0.312,0.22
GVA_Constr,0.114,0.11,0.068
GVA_FBS,0.059,0.105,0.154
h98_Trade,0.498,1.098,1.044
dwellings2000,11.788,12.233,11.827
urban,0.705,0.491,0.431
modern,0.042,0.093,0.088
av_age_ln,3.699,3.441,3.568
special.lnGDPpc_change.2012,-0.016,-0.005,-0.002
special.lnGDPpc_change.2013,0.007,0.018,0.01
