Treated,Synthetic,Sample Mean
k98,9.447,9.43,8.209
k_p98,-4.11,-4.103,-4.707
GVA_Agr,0.045,0.045,0.124
GVA_Ind,0.272,0.276,0.268
GVA_Trade,0.29,0.288,0.22
GVA_Constr,0.086,0.083,0.068
GVA_FBS,0.129,0.141,0.154
h98_Trade,1.319,1.321,1.044
dwellings2000,12.3,12.313,11.827
urban,0.575,0.567,0.431
modern,0.053,0.124,0.088
av_age_ln,3.471,3.481,3.568
special.lnGDPpc_change.2007,0.064,0.066,0.08
special.lnGDPpc_change.2008,0.035,0.034,0.051
