Treated,Synthetic,Sample Mean
k98,9.911,10.416,8.209
k_p98,-3.16,-3.26,-4.707
GVA_Agr,0.018,0.011,0.124
GVA_Ind,0.232,0.185,0.268
GVA_Trade,0.232,0.364,0.22
GVA_Constr,0.055,0.062,0.068
GVA_FBS,0.231,0.244,0.154
h98_Trade,2.651,1.992,1.044
dwellings2000,12.144,12.511,11.827
urban,0.51,0.718,0.431
modern,0.083,0.126,0.088
av_age_ln,3.574,3.605,3.568
special.lnGDPpc_change.2005,0.031,0.034,0.035
special.lnGDPpc_change.2006,0.062,0.061,0.064
