78,79,80,81,82
1997,0.136342932068017,0.0510046718623795,0.101169208102773,0.0762155363951496,0.0734151268830744
1998,0.0189604627025422,0.00110597414782069,-0.022155412393519,-0.0854335097572352,0.0145329145797582
1999,0.0438104595136604,0.0091009892546581,0.0830895150359064,0.0680299502164037,0.0504205567862399
2000,0.132201188916784,-0.0691739507149046,-0.0938942946190184,-0.141496349741039,-0.0170061386506675
2001,0.059778883529061,0.0972538198152,0.00330167851009417,0.115228889077421,-0.0212721736652591
2002,0.0108986711788209,-0.0383687916996747,0.0366504063673105,0.00300089378608165,0.0262373153833603
2003,0.0478363810601819,-0.0222540899801769,0.016694874314785,0.0740932582017193,0.0439939347343846
2004,0.00732872501854387,-0.0290374573735511,-0.00999621890467027,-0.0578254665616915,-0.0119145073156836
2005,0.0323583925457431,0.0600362022422228,0.00355979625854425,0.0487258670095514,0.0933295608741561
2006,0.093988210491222,0.0686302926243856,0.0637752914619262,0.00984592737476694,0.0975151549638895
2007,-0.0206845534916572,0.0399671791977157,0.10256979050271,0.0774374174573912,0.129717003307796
2008,-0.138333574464026,-0.0589915386624633,-0.129228788140574,-0.0411639077666964,-0.0347573229935552
2009,-0.0965324435047388,-0.141418838351738,-0.153401599910724,-0.144798724271959,-0.0311896871272166
2010,-4.57517562766317e-05,0.0857525289770537,0.0232217670925149,0.0502030814498823,-0.00224498498148733
2011,0.0811656923888017,-0.0709690119374537,0.0410819516154964,0.0471743024605607,0.0305974663373671
2012,0.0699803574806785,0.0485700191031254,0.0789724163783812,0.0271075016488352,0.0583686623677027
2013,0.0080601167086927,0.0175022346881997,-0.000111446794969189,0.105751603855894,-0.00728632649160183
2014,0.037826453773098,0.00957913905449767,0.0605374936518128,-0.0462343742103167,0.0112932550771866
2015,-0.0211278470313496,0.0369961347307032,-0.000500975498585431,-0.155803822870859,-0.0438493496853435
2016,0.00571328667572234,0.0453676283535394,-0.0299917531723625,-0.0666199353820025,0.00904035100143157
2017,-0.0196259956417796,-0.074386244832259,0.0202319630961266,0.0521975973847644,-0.02767959244294
2018,-0.0144735356864178,0.0272261847722828,-0.00612103373616694,0.10515698003028,-0.0270601319511547
