Treated,Synthetic,Sample Mean
k98,7.454,7.491,8.209
k_p98,-5.136,-5.164,-4.707
GVA_Agr,0.141,0.15,0.124
GVA_Ind,0.252,0.261,0.268
GVA_Trade,0.225,0.225,0.22
GVA_Constr,0.038,0.049,0.068
GVA_FBS,0.054,0.153,0.154
h98_Trade,0.498,0.535,1.044
dwellings2000,11.631,11.667,11.827
urban,0.638,0.427,0.431
modern,0.053,0.061,0.088
av_age_ln,3.584,3.578,3.568
special.lnGDPpc_change.2012,0.09,0.082,-0.002
special.lnGDPpc_change.2013,-0.04,-0.014,0.01
